"Seade","Mõõtmise aeg","elektrijuhtivus","hägusus","hapnik","pH","Laekumise aeg"
"Muuli VKM","16.02.2024 04:15","1208 μS/cm","654.67 NTU","9.34 mg/L","7.53","16.02.2024 04:17"
"Muuli VKM","16.02.2024 04:10","1208 μS/cm","657.07 NTU","9.32 mg/L","7.53","16.02.2024 04:12"
"Muuli VKM","16.02.2024 04:05","1209 μS/cm","660.15 NTU","9.33 mg/L","7.54","16.02.2024 04:07"
"Muuli VKM","16.02.2024 04:00","1211 μS/cm","662.96 NTU","9.32 mg/L","7.54","16.02.2024 04:02"
"Muuli VKM","16.02.2024 03:55","1216 μS/cm","666.78 NTU","9.31 mg/L","7.54","16.02.2024 04:02"
"Muuli VKM","16.02.2024 03:50","1224 μS/cm","671.08 NTU","9.32 mg/L","7.55","16.02.2024 03:52"
"Muuli VKM","16.02.2024 03:45","1233 μS/cm","668.68 NTU","9.33 mg/L","7.55","16.02.2024 03:47"
"Muuli VKM","16.02.2024 03:40","1241 μS/cm","666.26 NTU","9.34 mg/L","7.55","16.02.2024 03:42"
"Muuli VKM","16.02.2024 03:35","1251 μS/cm","663.71 NTU","9.33 mg/L","7.55","16.02.2024 03:37"
"Muuli VKM","16.02.2024 03:30","1260 μS/cm","660.9 NTU","9.31 mg/L","7.55","16.02.2024 03:32"
"Muuli VKM","16.02.2024 03:25","1269 μS/cm","657.8 NTU","9.29 mg/L","7.54","16.02.2024 03:27"
"Muuli VKM","16.02.2024 03:20","1278 μS/cm","654.45 NTU","9.28 mg/L","7.54","16.02.2024 03:22"
"Muuli VKM","16.02.2024 03:15","1287 μS/cm","650.39 NTU","9.27 mg/L","7.52","16.02.2024 03:17"
"Muuli VKM","16.02.2024 03:10","1293 μS/cm","646.44 NTU","9.22 mg/L","7.49","16.02.2024 03:12"
"Muuli VKM","16.02.2024 03:05","1297 μS/cm","641.42 NTU","9.17 mg/L","7.45","16.02.2024 03:07"
"Muuli VKM","16.02.2024 03:00","1277 μS/cm","635.62 NTU","9.07 mg/L","7.44","16.02.2024 03:02"
"Muuli VKM","16.02.2024 02:55","1277 μS/cm","636.41 NTU","9.05 mg/L","7.45","16.02.2024 02:57"
"Muuli VKM","16.02.2024 02:50","1277 μS/cm","636.97 NTU","9.04 mg/L","7.45","16.02.2024 02:52"
"Muuli VKM","16.02.2024 02:45","1277 μS/cm","637.61 NTU","9.05 mg/L","7.46","16.02.2024 02:47"
"Muuli VKM","16.02.2024 02:40","1278 μS/cm","638.38 NTU","9.06 mg/L","7.46","16.02.2024 02:42"
"Muuli VKM","16.02.2024 02:35","1279 μS/cm","639.02 NTU","9.07 mg/L","7.47","16.02.2024 02:37"
"Muuli VKM","16.02.2024 02:30","1279 μS/cm","639.75 NTU","9.05 mg/L","7.47","16.02.2024 02:32"
"Muuli VKM","16.02.2024 02:25","1279 μS/cm","640.6 NTU","9.06 mg/L","7.48","16.02.2024 02:27"
"Muuli VKM","16.02.2024 02:20","1279 μS/cm","641.68 NTU","9.07 mg/L","7.48","16.02.2024 02:22"
"Muuli VKM","16.02.2024 02:15","1279 μS/cm","642.89 NTU","9.07 mg/L","7.49","16.02.2024 02:17"
"Muuli VKM","16.02.2024 02:10","1279 μS/cm","644.24 NTU","9.09 mg/L","7.49","16.02.2024 02:12"
"Muuli VKM","16.02.2024 02:05","1279 μS/cm","645.96 NTU","9.09 mg/L","7.5","16.02.2024 02:07"
"Muuli VKM","16.02.2024 02:00","1280 μS/cm","652.07 NTU","9.07 mg/L","7.5","16.02.2024 02:02"
"Muuli VKM","16.02.2024 01:55","1281 μS/cm","661.84 NTU","9.1 mg/L","7.51","16.02.2024 01:57"
"Muuli VKM","16.02.2024 01:50","1279 μS/cm","675.3 NTU","9.07 mg/L","7.51","16.02.2024 01:52"
"Muuli VKM","16.02.2024 01:45","1274 μS/cm","673.66 NTU","9.08 mg/L","7.52","16.02.2024 01:47"
"Muuli VKM","16.02.2024 01:40","1270 μS/cm","672.05 NTU","9.08 mg/L","7.52","16.02.2024 01:42"
"Muuli VKM","16.02.2024 01:35","1265 μS/cm","670.35 NTU","9.06 mg/L","7.52","16.02.2024 01:37"
"Muuli VKM","16.02.2024 01:30","1261 μS/cm","668.53 NTU","9.03 mg/L","7.52","16.02.2024 01:32"
"Muuli VKM","16.02.2024 01:25","1256 μS/cm","666.51 NTU","9.02 mg/L","7.51","16.02.2024 01:27"
"Muuli VKM","16.02.2024 01:20","1252 μS/cm","664.41 NTU","9 mg/L","7.5","16.02.2024 01:22"
"Muuli VKM","16.02.2024 01:15","1243 μS/cm","661.95 NTU","8.92 mg/L","7.48","16.02.2024 01:17"
"Muuli VKM","16.02.2024 01:10","1233 μS/cm","655.26 NTU","8.87 mg/L","7.44","16.02.2024 01:12"
"Muuli VKM","16.02.2024 01:05","1228 μS/cm","644.86 NTU","8.89 mg/L","7.41","16.02.2024 01:07"
"Muuli VKM","16.02.2024 01:00","1254 μS/cm","630.89 NTU","9.21 mg/L","7.43","16.02.2024 01:02"
"Muuli VKM","16.02.2024 00:55","1254 μS/cm","632.19 NTU","9.22 mg/L","7.43","16.02.2024 00:57"
"Muuli VKM","16.02.2024 00:50","1255 μS/cm","633.62 NTU","9.21 mg/L","7.44","16.02.2024 00:52"
"Muuli VKM","16.02.2024 00:45","1255 μS/cm","635.07 NTU","9.22 mg/L","7.44","16.02.2024 00:47"
"Muuli VKM","16.02.2024 00:40","1256 μS/cm","636.5 NTU","9.25 mg/L","7.45","16.02.2024 00:42"
"Muuli VKM","16.02.2024 00:35","1256 μS/cm","638.05 NTU","9.27 mg/L","7.45","16.02.2024 00:37"
"Muuli VKM","16.02.2024 00:30","1257 μS/cm","639.52 NTU","9.3 mg/L","7.46","16.02.2024 00:32"
"Muuli VKM","16.02.2024 00:25","1257 μS/cm","641.02 NTU","9.32 mg/L","7.47","16.02.2024 00:27"
"Muuli VKM","16.02.2024 00:20","1257 μS/cm","642.8 NTU","9.31 mg/L","7.47","16.02.2024 00:22"
"Muuli VKM","16.02.2024 00:15","1258 μS/cm","644.73 NTU","9.32 mg/L","7.48","16.02.2024 00:17"
"Muuli VKM","16.02.2024 00:10","1259 μS/cm","646.74 NTU","9.33 mg/L","7.48","16.02.2024 00:12"
"Muuli VKM","16.02.2024 00:05","1259 μS/cm","649.27 NTU","9.36 mg/L","7.49","16.02.2024 00:07"
"Muuli VKM","16.02.2024 00:00","1260 μS/cm","666.16 NTU","9.37 mg/L","7.49","16.02.2024 00:02"
"Muuli VKM","15.02.2024 23:55","1263 μS/cm","674.51 NTU","9.39 mg/L","7.5","15.02.2024 23:57"
"Muuli VKM","15.02.2024 23:50","1270 μS/cm","678.77 NTU","9.42 mg/L","7.5","15.02.2024 23:52"
"Muuli VKM","15.02.2024 23:45","1279 μS/cm","675.2 NTU","9.39 mg/L","7.51","15.02.2024 23:47"
"Muuli VKM","15.02.2024 23:40","1288 μS/cm","671.64 NTU","9.43 mg/L","7.51","15.02.2024 23:42"
"Muuli VKM","15.02.2024 23:35","1297 μS/cm","668.03 NTU","9.46 mg/L","7.51","15.02.2024 23:37"
"Muuli VKM","15.02.2024 23:30","1307 μS/cm","664.1 NTU","9.46 mg/L","7.51","15.02.2024 23:32"
"Muuli VKM","15.02.2024 23:25","1316 μS/cm","660.01 NTU","9.46 mg/L","7.51","15.02.2024 23:27"
"Muuli VKM","15.02.2024 23:20","1327 μS/cm","655.67 NTU","9.45 mg/L","7.52","15.02.2024 23:22"
"Muuli VKM","15.02.2024 23:15","1339 μS/cm","650.84 NTU","9.47 mg/L","7.51","15.02.2024 23:17"
"Muuli VKM","15.02.2024 23:10","1348 μS/cm","631.61 NTU","9.45 mg/L","7.49","15.02.2024 23:12"
"Muuli VKM","15.02.2024 23:05","1355 μS/cm","620.75 NTU","9.46 mg/L","7.46","15.02.2024 23:07"
"Muuli VKM","15.02.2024 23:00","1358 μS/cm","613.91 NTU","9.45 mg/L","7.45","15.02.2024 23:02"
"Muuli VKM","15.02.2024 22:55","1359 μS/cm","614.73 NTU","9.48 mg/L","7.45","15.02.2024 22:57"
"Muuli VKM","15.02.2024 22:50","1360 μS/cm","615.7 NTU","9.48 mg/L","7.46","15.02.2024 22:52"
"Muuli VKM","15.02.2024 22:45","1361 μS/cm","616.65 NTU","9.49 mg/L","7.46","15.02.2024 22:47"
"Muuli VKM","15.02.2024 22:40","1363 μS/cm","617.57 NTU","9.5 mg/L","7.47","15.02.2024 22:42"
"Muuli VKM","15.02.2024 22:35","1364 μS/cm","618.52 NTU","9.51 mg/L","7.47","15.02.2024 22:37"
"Muuli VKM","15.02.2024 22:30","1365 μS/cm","619.64 NTU","9.48 mg/L","7.48","15.02.2024 22:32"
"Muuli VKM","15.02.2024 22:25","1366 μS/cm","620.69 NTU","9.54 mg/L","7.48","15.02.2024 22:27"
"Muuli VKM","15.02.2024 22:20","1367 μS/cm","621.94 NTU","9.52 mg/L","7.49","15.02.2024 22:22"
"Muuli VKM","15.02.2024 22:15","1368 μS/cm","623.28 NTU","9.53 mg/L","7.49","15.02.2024 22:17"
"Muuli VKM","15.02.2024 22:10","1370 μS/cm","624.87 NTU","9.53 mg/L","7.5","15.02.2024 22:12"
"Muuli VKM","15.02.2024 22:05","1371 μS/cm","627.01 NTU","9.54 mg/L","7.5","15.02.2024 22:07"
"Muuli VKM","15.02.2024 22:00","1375 μS/cm","638.65 NTU","9.54 mg/L","7.51","15.02.2024 22:02"
"Muuli VKM","15.02.2024 21:55","1382 μS/cm","641.12 NTU","9.54 mg/L","7.51","15.02.2024 21:57"
"Muuli VKM","15.02.2024 21:50","1395 μS/cm","646.09 NTU","9.54 mg/L","7.51","15.02.2024 21:52"
"Muuli VKM","15.02.2024 21:45","1412 μS/cm","643.92 NTU","9.56 mg/L","7.52","15.02.2024 21:47"
"Muuli VKM","15.02.2024 21:40","1429 μS/cm","641.68 NTU","9.56 mg/L","7.52","15.02.2024 21:42"
"Muuli VKM","15.02.2024 21:35","1447 μS/cm","639.36 NTU","9.54 mg/L","7.52","15.02.2024 21:37"
"Muuli VKM","15.02.2024 21:30","1465 μS/cm","636.62 NTU","9.55 mg/L","7.52","15.02.2024 21:32"
"Muuli VKM","15.02.2024 21:25","1482 μS/cm","633.71 NTU","9.54 mg/L","7.52","15.02.2024 21:27"
"Muuli VKM","15.02.2024 21:20","1500 μS/cm","630.59 NTU","9.52 mg/L","7.52","15.02.2024 21:22"
"Muuli VKM","15.02.2024 21:15","1518 μS/cm","627.19 NTU","9.53 mg/L","7.51","15.02.2024 21:17"
"Muuli VKM","15.02.2024 21:10","1532 μS/cm","614 NTU","9.48 mg/L","7.49","15.02.2024 21:12"
"Muuli VKM","15.02.2024 21:05","1544 μS/cm","610.12 NTU","9.49 mg/L","7.46","15.02.2024 21:07"
"Muuli VKM","15.02.2024 21:00","1551 μS/cm","603.6 NTU","9.5 mg/L","7.45","15.02.2024 21:02"
"Muuli VKM","15.02.2024 20:55","1553 μS/cm","604.21 NTU","9.51 mg/L","7.45","15.02.2024 20:57"
"Muuli VKM","15.02.2024 20:50","1556 μS/cm","604.64 NTU","9.51 mg/L","7.46","15.02.2024 20:52"
"Muuli VKM","15.02.2024 20:45","1557 μS/cm","605.1 NTU","9.52 mg/L","7.46","15.02.2024 20:47"
"Muuli VKM","15.02.2024 20:40","1559 μS/cm","605.6 NTU","9.53 mg/L","7.47","15.02.2024 20:42"
"Muuli VKM","15.02.2024 20:35","1562 μS/cm","606.28 NTU","9.52 mg/L","7.47","15.02.2024 20:37"
"Muuli VKM","15.02.2024 20:30","1564 μS/cm","606.71 NTU","9.55 mg/L","7.48","15.02.2024 20:37"
"Muuli VKM","15.02.2024 20:25","1566 μS/cm","607.02 NTU","9.54 mg/L","7.48","15.02.2024 20:27"
"Muuli VKM","15.02.2024 20:20","1568 μS/cm","607.51 NTU","9.57 mg/L","7.49","15.02.2024 20:22"
"Muuli VKM","15.02.2024 20:15","1571 μS/cm","607.92 NTU","9.57 mg/L","7.49","15.02.2024 20:17"
"Muuli VKM","15.02.2024 20:10","1573 μS/cm","608.84 NTU","9.55 mg/L","7.5","15.02.2024 20:12"
"Muuli VKM","15.02.2024 20:05","1574 μS/cm","609.75 NTU","9.6 mg/L","7.5","15.02.2024 20:07"
"Muuli VKM","15.02.2024 20:00","1580 μS/cm","631.15 NTU","9.57 mg/L","7.51","15.02.2024 20:02"
"Muuli VKM","15.02.2024 19:55","1590 μS/cm","639.37 NTU","9.58 mg/L","7.51","15.02.2024 19:57"
"Muuli VKM","15.02.2024 19:50","1605 μS/cm","648.2 NTU","9.61 mg/L","7.51","15.02.2024 19:52"
"Muuli VKM","15.02.2024 19:45","1632 μS/cm","645.57 NTU","9.59 mg/L","7.52","15.02.2024 19:47"
"Muuli VKM","15.02.2024 19:40","1656 μS/cm","643.24 NTU","9.58 mg/L","7.52","15.02.2024 19:42"
"Muuli VKM","15.02.2024 19:35","1682 μS/cm","640.77 NTU","9.57 mg/L","7.52","15.02.2024 19:37"
"Muuli VKM","15.02.2024 19:30","1707 μS/cm","638.26 NTU","9.59 mg/L","7.52","15.02.2024 19:32"
"Muuli VKM","15.02.2024 19:25","1733 μS/cm","635.67 NTU","9.58 mg/L","7.52","15.02.2024 19:27"
"Muuli VKM","15.02.2024 19:20","1758 μS/cm","632.78 NTU","9.57 mg/L","7.53","15.02.2024 19:22"
"Muuli VKM","15.02.2024 19:15","1783 μS/cm","629.84 NTU","9.57 mg/L","7.52","15.02.2024 19:17"
"Muuli VKM","15.02.2024 19:10","1805 μS/cm","606.48 NTU","9.54 mg/L","7.51","15.02.2024 19:12"
"Muuli VKM","15.02.2024 19:05","1823 μS/cm","596.13 NTU","9.55 mg/L","7.48","15.02.2024 19:07"
"Muuli VKM","15.02.2024 19:00","1824 μS/cm","585.12 NTU","9.51 mg/L","7.45","15.02.2024 19:02"
"Muuli VKM","15.02.2024 18:55","1824 μS/cm","585.21 NTU","9.52 mg/L","7.45","15.02.2024 19:02"
"Muuli VKM","15.02.2024 18:50","1825 μS/cm","584.99 NTU","9.54 mg/L","7.46","15.02.2024 18:52"
"Muuli VKM","15.02.2024 18:45","1826 μS/cm","585.13 NTU","9.54 mg/L","7.46","15.02.2024 18:47"
"Muuli VKM","15.02.2024 18:40","1826 μS/cm","585.49 NTU","9.56 mg/L","7.47","15.02.2024 18:42"
"Muuli VKM","15.02.2024 18:35","1826 μS/cm","585.82 NTU","9.56 mg/L","7.47","15.02.2024 18:37"
"Muuli VKM","15.02.2024 18:30","1827 μS/cm","586.22 NTU","9.58 mg/L","7.48","15.02.2024 18:32"
"Muuli VKM","15.02.2024 18:25","1827 μS/cm","586.85 NTU","9.58 mg/L","7.48","15.02.2024 18:27"
"Muuli VKM","15.02.2024 18:20","1828 μS/cm","587.71 NTU","9.58 mg/L","7.49","15.02.2024 18:22"
"Muuli VKM","15.02.2024 18:15","1828 μS/cm","588.7 NTU","9.59 mg/L","7.49","15.02.2024 18:17"
"Muuli VKM","15.02.2024 18:10","1828 μS/cm","589.95 NTU","9.6 mg/L","7.5","15.02.2024 18:12"
"Muuli VKM","15.02.2024 18:05","1828 μS/cm","592.14 NTU","9.61 mg/L","7.51","15.02.2024 18:07"
"Muuli VKM","15.02.2024 18:00","1829 μS/cm","603.13 NTU","9.61 mg/L","7.51","15.02.2024 18:02"
"Muuli VKM","15.02.2024 17:55","1832 μS/cm","610.25 NTU","9.62 mg/L","7.52","15.02.2024 17:57"
"Muuli VKM","15.02.2024 17:50","1837 μS/cm","616.68 NTU","9.63 mg/L","7.52","15.02.2024 17:52"
"Muuli VKM","15.02.2024 17:45","1841 μS/cm","612.61 NTU","9.64 mg/L","7.53","15.02.2024 17:47"
"Muuli VKM","15.02.2024 17:40","1846 μS/cm","608.48 NTU","9.67 mg/L","7.53","15.02.2024 17:42"
"Muuli VKM","15.02.2024 17:35","1851 μS/cm","604.17 NTU","9.64 mg/L","7.53","15.02.2024 17:37"
"Muuli VKM","15.02.2024 17:30","1855 μS/cm","599.72 NTU","9.63 mg/L","7.54","15.02.2024 17:32"
"Muuli VKM","15.02.2024 17:25","1860 μS/cm","595.4 NTU","9.66 mg/L","7.54","15.02.2024 17:27"
"Muuli VKM","15.02.2024 17:20","1865 μS/cm","591.02 NTU","9.66 mg/L","7.54","15.02.2024 17:22"
"Muuli VKM","15.02.2024 17:15","1869 μS/cm","586.03 NTU","9.65 mg/L","7.54","15.02.2024 17:17"
"Muuli VKM","15.02.2024 17:10","1871 μS/cm","572.51 NTU","9.65 mg/L","7.53","15.02.2024 17:12"
"Muuli VKM","15.02.2024 17:05","1872 μS/cm","562.71 NTU","9.64 mg/L","7.51","15.02.2024 17:07"
"Muuli VKM","15.02.2024 17:00","1873 μS/cm","553.29 NTU","9.64 mg/L","7.5","15.02.2024 17:02"
"Muuli VKM","15.02.2024 16:55","1871 μS/cm","554.63 NTU","9.66 mg/L","7.51","15.02.2024 16:57"
"Muuli VKM","15.02.2024 16:50","1871 μS/cm","555.98 NTU","9.67 mg/L","7.51","15.02.2024 16:52"
"Muuli VKM","15.02.2024 16:45","1870 μS/cm","557.46 NTU","9.68 mg/L","7.52","15.02.2024 16:47"
"Muuli VKM","15.02.2024 16:40","1868 μS/cm","558.89 NTU","9.7 mg/L","7.52","15.02.2024 16:42"
"Muuli VKM","15.02.2024 16:35","1867 μS/cm","560.34 NTU","9.7 mg/L","7.53","15.02.2024 16:37"
"Muuli VKM","15.02.2024 16:30","1865 μS/cm","561.7 NTU","9.69 mg/L","7.53","15.02.2024 16:32"
"Muuli VKM","15.02.2024 16:25","1863 μS/cm","563.12 NTU","9.71 mg/L","7.54","15.02.2024 16:27"
"Muuli VKM","15.02.2024 16:20","1861 μS/cm","564.73 NTU","9.73 mg/L","7.55","15.02.2024 16:22"
"Muuli VKM","15.02.2024 16:15","1860 μS/cm","566.41 NTU","9.73 mg/L","7.55","15.02.2024 16:17"
"Muuli VKM","15.02.2024 16:10","1857 μS/cm","568.39 NTU","9.73 mg/L","7.56","15.02.2024 16:12"
"Muuli VKM","15.02.2024 16:05","1853 μS/cm","570.5 NTU","9.75 mg/L","7.56","15.02.2024 16:07"
"Muuli VKM","15.02.2024 16:00","1845 μS/cm","625.13 NTU","9.76 mg/L","7.57","15.02.2024 16:02"
"Muuli VKM","15.02.2024 15:55","1833 μS/cm","628.62 NTU","9.77 mg/L","7.57","15.02.2024 15:57"
"Muuli VKM","15.02.2024 15:50","1814 μS/cm","656.18 NTU","9.77 mg/L","7.58","15.02.2024 15:52"
"Muuli VKM","15.02.2024 15:45","1788 μS/cm","655.7 NTU","9.76 mg/L","7.58","15.02.2024 15:47"
"Muuli VKM","15.02.2024 15:40","1761 μS/cm","655.51 NTU","9.76 mg/L","7.58","15.02.2024 15:42"
"Muuli VKM","15.02.2024 15:35","1735 μS/cm","655.39 NTU","9.79 mg/L","7.59","15.02.2024 15:37"
"Muuli VKM","15.02.2024 15:30","1709 μS/cm","654.92 NTU","9.79 mg/L","7.59","15.02.2024 15:32"
"Muuli VKM","15.02.2024 15:25","1683 μS/cm","654.44 NTU","9.77 mg/L","7.59","15.02.2024 15:27"
"Muuli VKM","15.02.2024 15:20","1657 μS/cm","653.76 NTU","9.76 mg/L","7.58","15.02.2024 15:22"
"Muuli VKM","15.02.2024 15:15","1632 μS/cm","652.91 NTU","9.76 mg/L","7.57","15.02.2024 15:17"
"Muuli VKM","15.02.2024 15:10","1613 μS/cm","599.6 NTU","9.79 mg/L","7.54","15.02.2024 15:12"
"Muuli VKM","15.02.2024 15:05","1597 μS/cm","597.18 NTU","9.78 mg/L","7.52","15.02.2024 15:07"
"Muuli VKM","15.02.2024 15:00","1587 μS/cm","570.88 NTU","9.79 mg/L","7.53","15.02.2024 15:02"
"Muuli VKM","15.02.2024 14:55","1583 μS/cm","572.7 NTU","9.8 mg/L","7.54","15.02.2024 14:57"
"Muuli VKM","15.02.2024 14:50","1580 μS/cm","574.4 NTU","9.81 mg/L","7.54","15.02.2024 14:52"
"Muuli VKM","15.02.2024 14:45","1576 μS/cm","576.08 NTU","9.81 mg/L","7.54","15.02.2024 14:47"
"Muuli VKM","15.02.2024 14:40","1572 μS/cm","578.05 NTU","9.81 mg/L","7.55","15.02.2024 14:42"
"Muuli VKM","15.02.2024 14:35","1567 μS/cm","579.98 NTU","9.82 mg/L","7.55","15.02.2024 14:37"
"Muuli VKM","15.02.2024 14:30","1562 μS/cm","581.95 NTU","9.83 mg/L","7.56","15.02.2024 14:32"
"Muuli VKM","15.02.2024 14:25","1558 μS/cm","583.89 NTU","9.86 mg/L","7.56","15.02.2024 14:27"
"Muuli VKM","15.02.2024 14:20","1551 μS/cm","585.91 NTU","9.83 mg/L","7.57","15.02.2024 14:27"
"Muuli VKM","15.02.2024 14:15","1545 μS/cm","588.42 NTU","9.87 mg/L","7.57","15.02.2024 14:17"
"Muuli VKM","15.02.2024 14:10","1537 μS/cm","591.04 NTU","9.88 mg/L","7.57","15.02.2024 14:12"
"Muuli VKM","15.02.2024 14:05","1528 μS/cm","593.78 NTU","9.85 mg/L","7.58","15.02.2024 14:07"
"Muuli VKM","15.02.2024 14:00","1512 μS/cm","605.59 NTU","9.87 mg/L","7.58","15.02.2024 14:02"
"Muuli VKM","15.02.2024 13:55","1489 μS/cm","621.83 NTU","9.86 mg/L","7.59","15.02.2024 13:57"
"Muuli VKM","15.02.2024 13:50","1459 μS/cm","631.66 NTU","9.85 mg/L","7.59","15.02.2024 13:52"
"Muuli VKM","15.02.2024 13:45","1423 μS/cm","630.53 NTU","9.87 mg/L","7.59","15.02.2024 13:47"
"Muuli VKM","15.02.2024 13:40","1387 μS/cm","629.61 NTU","9.87 mg/L","7.59","15.02.2024 13:42"
"Muuli VKM","15.02.2024 13:35","1353 μS/cm","628.55 NTU","9.85 mg/L","7.59","15.02.2024 13:37"
"Muuli VKM","15.02.2024 13:30","1319 μS/cm","627.34 NTU","9.86 mg/L","7.59","15.02.2024 13:32"
"Muuli VKM","15.02.2024 13:25","1285 μS/cm","625.83 NTU","9.8 mg/L","7.59","15.02.2024 13:27"
"Muuli VKM","15.02.2024 13:20","1254 μS/cm","624.06 NTU","9.82 mg/L","7.58","15.02.2024 13:22"
"Muuli VKM","15.02.2024 13:15","1224 μS/cm","622.03 NTU","9.83 mg/L","7.56","15.02.2024 13:17"
"Muuli VKM","15.02.2024 13:10","1202 μS/cm","610.89 NTU","9.82 mg/L","7.54","15.02.2024 13:12"
"Muuli VKM","15.02.2024 13:05","1189 μS/cm","595.3 NTU","9.8 mg/L","7.53","15.02.2024 13:07"
"Muuli VKM","15.02.2024 13:00","1185 μS/cm","585.95 NTU","9.86 mg/L","7.54","15.02.2024 13:02"
"Muuli VKM","15.02.2024 12:55","1185 μS/cm","587.56 NTU","9.88 mg/L","7.55","15.02.2024 12:57"
"Muuli VKM","15.02.2024 12:50","1184 μS/cm","589.02 NTU","9.86 mg/L","7.55","15.02.2024 12:52"
"Muuli VKM","15.02.2024 12:45","1185 μS/cm","590.47 NTU","9.88 mg/L","7.55","15.02.2024 12:47"
"Muuli VKM","15.02.2024 12:40","1185 μS/cm","592 NTU","9.89 mg/L","7.56","15.02.2024 12:42"
"Muuli VKM","15.02.2024 12:35","1184 μS/cm","593.49 NTU","9.88 mg/L","7.56","15.02.2024 12:37"
"Muuli VKM","15.02.2024 12:30","1185 μS/cm","595.04 NTU","9.9 mg/L","7.57","15.02.2024 12:32"
"Muuli VKM","15.02.2024 12:25","1184 μS/cm","596.69 NTU","9.88 mg/L","7.57","15.02.2024 12:27"
"Muuli VKM","15.02.2024 12:20","1184 μS/cm","598.46 NTU","9.89 mg/L","7.58","15.02.2024 12:22"
"Muuli VKM","15.02.2024 12:15","1184 μS/cm","600.27 NTU","9.88 mg/L","7.58","15.02.2024 12:17"
"Muuli VKM","15.02.2024 12:10","1184 μS/cm","602.33 NTU","9.9 mg/L","7.59","15.02.2024 12:12"
"Muuli VKM","15.02.2024 12:05","1183 μS/cm","606.18 NTU","9.89 mg/L","7.59","15.02.2024 12:07"
"Muuli VKM","15.02.2024 12:00","1182 μS/cm","620.92 NTU","9.86 mg/L","7.6","15.02.2024 12:02"
"Muuli VKM","15.02.2024 11:55","1178 μS/cm","636.33 NTU","9.88 mg/L","7.6","15.02.2024 11:57"
"Muuli VKM","15.02.2024 11:50","1172 μS/cm","644.5 NTU","9.87 mg/L","7.61","15.02.2024 11:52"
"Muuli VKM","15.02.2024 11:45","1164 μS/cm","644.63 NTU","9.88 mg/L","7.61","15.02.2024 11:47"
"Muuli VKM","15.02.2024 11:40","1156 μS/cm","644.8 NTU","9.86 mg/L","7.61","15.02.2024 11:42"
"Muuli VKM","15.02.2024 11:35","1147 μS/cm","644.84 NTU","9.85 mg/L","7.61","15.02.2024 11:37"
"Muuli VKM","15.02.2024 11:30","1139 μS/cm","644.76 NTU","9.83 mg/L","7.61","15.02.2024 11:32"
"Muuli VKM","15.02.2024 11:25","1129 μS/cm","644.58 NTU","9.83 mg/L","7.61","15.02.2024 11:27"
"Muuli VKM","15.02.2024 11:20","1120 μS/cm","644.07 NTU","9.84 mg/L","7.61","15.02.2024 11:22"
"Muuli VKM","15.02.2024 11:15","1111 μS/cm","641.63 NTU","9.8 mg/L","7.59","15.02.2024 11:17"
"Muuli VKM","15.02.2024 11:10","1103 μS/cm","628.16 NTU","9.75 mg/L","7.57","15.02.2024 11:12"
"Muuli VKM","15.02.2024 11:05","1097 μS/cm","613.92 NTU","9.76 mg/L","7.55","15.02.2024 11:07"
"Muuli VKM","15.02.2024 11:00","1097 μS/cm","606.88 NTU","9.82 mg/L","7.56","15.02.2024 11:02"
"Muuli VKM","15.02.2024 10:55","1096 μS/cm","607.72 NTU","9.82 mg/L","7.56","15.02.2024 10:57"
"Muuli VKM","15.02.2024 10:50","1094 μS/cm","608.47 NTU","9.84 mg/L","7.57","15.02.2024 10:52"
"Muuli VKM","15.02.2024 10:45","1093 μS/cm","609.14 NTU","9.83 mg/L","7.57","15.02.2024 10:47"
"Muuli VKM","15.02.2024 10:40","1092 μS/cm","609.76 NTU","9.81 mg/L","7.57","15.02.2024 10:42"
"Muuli VKM","15.02.2024 10:35","1091 μS/cm","610.24 NTU","9.83 mg/L","7.58","15.02.2024 10:37"
"Muuli VKM","15.02.2024 10:30","1090 μS/cm","610.71 NTU","9.83 mg/L","7.58","15.02.2024 10:32"
"Muuli VKM","15.02.2024 10:25","1089 μS/cm","611.22 NTU","9.84 mg/L","7.59","15.02.2024 10:27"
"Muuli VKM","15.02.2024 10:20","1088 μS/cm","611.81 NTU","9.82 mg/L","7.59","15.02.2024 10:22"
"Muuli VKM","15.02.2024 10:15","1088 μS/cm","612.46 NTU","9.84 mg/L","7.59","15.02.2024 10:17"
"Muuli VKM","15.02.2024 10:10","1087 μS/cm","613.51 NTU","9.82 mg/L","7.6","15.02.2024 10:12"
"Muuli VKM","15.02.2024 10:05","1086 μS/cm","614.93 NTU","9.83 mg/L","7.6","15.02.2024 10:07"
"Muuli VKM","15.02.2024 10:00","1082 μS/cm","622.93 NTU","9.82 mg/L","7.6","15.02.2024 10:02"
"Muuli VKM","15.02.2024 09:55","1078 μS/cm","632.02 NTU","9.8 mg/L","7.61","15.02.2024 09:57"
"Muuli VKM","15.02.2024 09:50","1073 μS/cm","643.49 NTU","9.8 mg/L","7.61","15.02.2024 09:52"
"Muuli VKM","15.02.2024 09:45","1069 μS/cm","644.31 NTU","9.84 mg/L","7.61","15.02.2024 09:47"
"Muuli VKM","15.02.2024 09:40","1064 μS/cm","645.1 NTU","9.82 mg/L","7.61","15.02.2024 09:42"
"Muuli VKM","15.02.2024 09:35","1059 μS/cm","645.83 NTU","9.81 mg/L","7.61","15.02.2024 09:37"
